,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_numeric
670,Female,0,Yes,Yes,53,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.850000381469727,1039.449951171875,No,0
671,Male,0,Yes,Yes,53,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.549999237060547,1336.0999755859375,No,0
672,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05000305175781,75.05000305175781,Yes,1
673,Male,0,No,No,22,Yes,Yes,No,,,,,,,Month-to-month,Yes,Credit card (automatic),24.850000381469727,493.3999938964844,No,0
674,Male,1,No,No,52,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.150001525878906,2550.89990234375,Yes,1
675,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.3499984741211,7246.14990234375,No,0
676,Female,0,No,No,48,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.549999237060547,1203.949951171875,No,0
677,Female,0,No,No,2,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.70000076293945,62.25,Yes,1
678,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.94999694824219,313.6000061035156,No,0
679,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4000015258789,3775.85009765625,No,0
680,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,1
681,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.80000305175781,4616.0498046875,No,0
682,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4000015258789,195.64999389648438,No,0
683,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.39990234375,No,0
684,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.0999984741211,71.0999984741211,No,0
685,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.900001525878906,49.900001525878906,No,0
686,Male,0,No,No,51,Yes,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),24.600000381469727,1266.4000244140625,No,0
687,Male,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.0999984741211,Yes,1
688,Male,0,No,No,52,No,,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.100000381469727,1623.4000244140625,No,0
689,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4000015258789,4149.4501953125,No,0
690,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.450000762939453,20.450000762939453,No,0
691,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0
692,Male,0,No,Yes,47,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.549999237060547,1013.0499877929688,No,0
693,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.0999984741211,270.70001220703125,Yes,1
694,Female,1,No,No,22,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.049999237060547,417.0,No,0
695,Female,0,Yes,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.649999618530273,20.649999618530273,No,0
696,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1500015258789,6316.2001953125,No,0
697,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.150001525878906,168.14999389648438,Yes,1
698,Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.94999694824219,4018.050048828125,No,0
699,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.60009765625,No,0
700,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.29999923706055,4189.7001953125,No,0
701,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.1500015258789,2848.449951171875,No,0
702,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9000015258789,2516.199951171875,No,0
703,Female,0,No,No,2,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.549999237060547,33.599998474121094,No,0
704,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.4499969482422,No,0
705,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8499984741211,2015.3499755859375,Yes,1
706,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.599998474121094,3739.800048828125,No,0
707,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.6500015258789,2964.0,No,0
708,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.30000305175781,2263.39990234375,No,0
709,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.0999984741211,2211.800048828125,No,0
710,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.549999237060547,19.549999237060547,Yes,1
711,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.699951171875,No,0
712,Female,0,No,No,58,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.700000762939453,1519.0,No,0
713,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.050048828125,No,0
714,Male,0,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.399999618530273,1710.9000244140625,No,0
715,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1500015258789,4245.5498046875,No,0
716,Female,0,Yes,No,71,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.89990234375,No,0
717,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6500015258789,2664.300048828125,No,0
718,Female,0,No,No,26,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.349998474121094,1277.5,No,0
719,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3499984741211,5589.2998046875,No,0
720,Male,0,Yes,Yes,2,Yes,No,No,,,,,,,One year,No,Mailed check,20.200000762939453,34.75,No,0
721,Male,0,Yes,Yes,61,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.549999237060547,1305.949951171875,No,0
722,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.94999694824219,381.29998779296875,Yes,1
723,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.349998474121094,141.5,Yes,1
724,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.550048828125,Yes,1
725,Male,1,Yes,No,9,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,21.25,204.5500030517578,No,0
726,Female,0,No,No,22,Yes,Yes,No,,,,,,,Two year,No,Mailed check,26.25,605.9000244140625,No,0
727,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.8499984741211,356.1000061035156,No,0
728,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.69999694824219,2758.14990234375,Yes,1
729,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.19999694824219,4805.64990234375,No,0
730,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.699951171875,Yes,1
731,Male,0,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.350000381469727,92.75,No,0
732,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.050048828125,No,0
733,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05000305175781,5730.7001953125,No,0
734,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.1500015258789,2423.39990234375,No,0
735,Male,0,Yes,Yes,32,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.599998474121094,1653.449951171875,No,0
736,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.44999694824219,3327.050048828125,No,0
737,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0
738,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.3499984741211,3344.10009765625,No,0
739,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.8499984741211,6697.35009765625,No,0
740,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.89990234375,No,0
741,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.44999694824219,137.10000610351562,No,0
742,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55000305175781,1008.5499877929688,Yes,1
743,Female,0,Yes,Yes,61,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,24.100000381469727,1551.5999755859375,No,0
744,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.04999923706055,202.14999389648438,No,0
745,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.80000305175781,7882.25,No,0
746,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.94999694824219,8196.400390625,No,0
747,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05000305175781,202.89999389648438,No,0
748,Male,0,Yes,No,48,Yes,No,No,,,,,,,Two year,No,Mailed check,19.25,855.0999755859375,No,0
749,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05000305175781,5817.0,No,0
750,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.70000076293945,1652.949951171875,No,0
751,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.1500015258789,5600.14990234375,No,0
752,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.3499984741211,515.75,No,0
753,Male,0,No,Yes,0,Yes,No,No,,,,,,,Two year,No,Mailed check,20.25,,No,0
754,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.3499984741211,190.5,No,0
755,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55000305175781,1842.800048828125,Yes,1
756,Male,0,No,No,66,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.700000762939453,1253.800048828125,No,0
757,Female,0,No,No,3,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,57.20000076293945,No,0
758,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9000015258789,1269.550048828125,Yes,1
759,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.3499984741211,6563.39990234375,No,0
760,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.799999237060547,20.799999237060547,No,0
761,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.8499755859375,Yes,1
762,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.30000305175781,208.85000610351562,Yes,1
763,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.8499984741211,4758.7998046875,No,0
764,Male,0,Yes,Yes,65,Yes,No,No,,,,,,,Two year,No,Mailed check,19.899999618530273,1292.5999755859375,No,0
765,Female,0,No,No,11,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.79999923706055,363.1499938964844,No,0
766,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.8499984741211,1600.25,No,0
767,Male,0,No,No,14,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.399999618530273,275.70001220703125,No,0
768,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.10009765625,No,0
769,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.80000305175781,1175.5999755859375,No,0
770,Male,0,No,No,11,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),20.450000762939453,237.3000030517578,No,0
771,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3499984741211,1444.6500244140625,Yes,1
772,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.899999618530273,19.899999618530273,Yes,1
773,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9000015258789,454.1499938964844,Yes,1
774,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.80000305175781,3036.75,Yes,1
775,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.6500015258789,8065.64990234375,No,0
776,Female,0,Yes,Yes,3,No,,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.29999923706055,92.5,No,0
777,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.64999389648438,Yes,1
778,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.2998046875,No,0
779,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.349998474121094,89.5,Yes,1
780,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.3499984741211,5154.5,No,0
781,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.79999923706055,220.4499969482422,No,0
782,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.300048828125,No,0
783,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.20000076293945,52.20000076293945,Yes,1
784,Male,0,No,Yes,63,No,,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.599998474121094,2588.949951171875,No,0
785,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.7998046875,Yes,1
786,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.29999923706055,3983.60009765625,No,0
787,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.849998474121094,2003.5999755859375,No,0
788,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4000015258789,1832.4000244140625,No,0
789,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.6500015258789,4908.25,No,0
790,Female,0,Yes,Yes,60,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.849998474121094,3590.199951171875,No,0
791,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9000015258789,5023.0,No,0
792,Female,0,Yes,Yes,8,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.850000381469727,146.60000610351562,No,0
793,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.6500015258789,2339.300048828125,No,0
794,Female,0,No,No,6,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.70001220703125,No,0
795,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.19999694824219,143.64999389648438,No,0
796,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.69999694824219,2548.64990234375,No,0
797,Female,0,Yes,Yes,20,Yes,Yes,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),25.549999237060547,507.3999938964844,No,0
798,Female,0,Yes,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,20.0,20.0,No,0
799,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.39990234375,Yes,1
800,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.6500015258789,5411.39990234375,No,0
801,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,1
802,Male,0,Yes,Yes,39,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,23.799999237060547,903.7999877929688,No,0
803,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.19999694824219,3009.5,No,0
804,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.3499984741211,489.45001220703125,Yes,1
805,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.80000305175781,5468.4501953125,No,0
806,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.20000076293945,1058.0999755859375,No,0
807,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55000305175781,7616.0,No,0
808,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.30000305175781,4113.10009765625,Yes,1
809,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,69.55000305175781,Yes,1
810,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.64990234375,Yes,1
811,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.14990234375,Yes,1
812,Female,0,Yes,No,42,Yes,Yes,No,,,,,,,Two year,No,Electronic check,25.25,1108.199951171875,No,0
813,Male,0,Yes,Yes,34,No,,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.399999618530273,938.6500244140625,No,0
814,Male,1,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.049999237060547,94.1500015258789,No,0
815,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.5999984741211,2088.050048828125,No,0
816,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.19999694824219,178.6999969482422,Yes,1
817,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.69999694824219,5656.75,No,0
818,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.19999694824219,2317.10009765625,Yes,1
819,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.4501953125,No,0
820,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,6751.35009765625,No,0
821,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1500015258789,3566.60009765625,No,0
822,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.0999984741211,4889.2998046875,No,0
823,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95000076293945,318.1000061035156,No,0
824,Female,0,No,No,62,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.799999237060547,1563.949951171875,No,0
825,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.44999694824219,1430.25,Yes,1
826,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5999984741211,644.3499755859375,Yes,1
827,Female,0,Yes,Yes,14,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,25.549999237060547,372.45001220703125,No,0
828,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.94999694824219,5453.39990234375,Yes,1
829,Male,0,Yes,Yes,34,No,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.849998474121094,1442.5999755859375,No,0
830,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55000305175781,5610.7001953125,Yes,1
831,Male,0,Yes,Yes,38,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.049999237060547,963.9500122070312,No,0
832,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.0999984741211,5222.2998046875,No,0
833,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,3340.550048828125,No,0
834,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.8499984741211,292.79998779296875,Yes,1
835,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.5498046875,No,0
836,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4000015258789,4487.2998046875,No,0
837,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.400001525878906,44.400001525878906,Yes,1
838,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.19999694824219,2854.949951171875,No,0
839,Male,0,No,No,44,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.399999618530273,905.5499877929688,No,0
840,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.2998046875,Yes,1
841,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.7998046875,No,0
842,Female,0,Yes,Yes,12,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.799999237060547,229.60000610351562,Yes,1
843,Female,0,No,No,13,No,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.850000381469727,394.1000061035156,No,0
844,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9000015258789,89.9000015258789,Yes,1
845,Female,0,Yes,Yes,15,Yes,No,No,,,,,,,One year,No,Mailed check,20.549999237060547,295.95001220703125,No,0
846,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8499984741211,5459.2001953125,No,0
847,Female,0,Yes,Yes,12,No,,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.150001525878906,444.75,No,0
848,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.14990234375,No,0
849,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.80000305175781,6510.4501953125,No,0
